location,year,total,single,multi,multiTwo,multiThreeFour,multiFivePlus
DUBLIN,2012,1084,756,328,16,8,304
DUBLIN,2011,819,276,543,26,12,505
DUBLIN,2010,344,228,116,34,6,76
DUBLIN,2009,141,122,19,8,0,11
DUBLIN,2008,141,139,2,2,0,0
DUBLIN,2007,118,38,80,0,13,67
DUBLIN,2006,924,163,761,0,41,720
DUBLIN,2005,975,171,804,0,0,804
DUBLIN,2004,1172,327,845,0,4,841
DUBLIN,2003,766,214,552,0,8,544
DUBLIN,2002,619,376,243,0,0,243
DUBLIN,2001,669,154,515,0,0,515
DUBLIN,2000,867,753,114,0,0,114
DUBLIN,1999,684,575,109,0,0,109
DUBLIN,1998,1010,109,901,0,0,901
DUBLIN,1997,441,405,36,0,24,12
DUBLIN,1996,179,64,115,0,7,108
DUBLIN,1995,4,4,0,0,0,0
DUBLIN,1994,0,0,0,0,0,0
DUBLIN,1993,1,1,0,0,0,0
DUBLIN,1992,35,35,0,0,0,0
DUBLIN,1991,69,0,69,0,0,69
DUBLIN,1990,66,0,66,0,3,63
DUBLIN,1989,503,73,430,0,28,402
DUBLIN,1988,229,25,204,0,0,204
DUBLIN,1987,743,251,492,0,0,492
DUBLIN,1986,414,388,26,0,8,18
DUBLIN,1985,278,238,40,0,0,40
DUBLIN,1984,645,20,625,0,0,625
DUBLIN,1983,0,0,0,0,0,0
DUBLIN,1982,0,0,0,0,0,0
DUBLIN,1981,0,0,0,0,0,0
DUBLIN,1980,0,0,0,0,0,0
DUNSMUIR,2018,0,0,0,0,0,0
DUNSMUIR,2017,1,1,0,0,0,0
DUNSMUIR,2016,1,1,0,0,0,0
DUNSMUIR,2015,1,1,0,0,0,0
DUNSMUIR,2014,2,2,0,0,0,0
DUNSMUIR,2013,0,0,0,0,0,0
DUNSMUIR,2012,0,0,0,0,0,0
DUNSMUIR,2011,1,1,0,0,0,0
DUNSMUIR,2010,0,0,0,0,0,0
DUNSMUIR,2009,2,2,0,0,0,0
DUNSMUIR,2008,2,2,0,0,0,0
DUNSMUIR,2007,5,5,0,0,0,0
DUNSMUIR,2006,6,6,0,0,0,0
DUNSMUIR,2005,7,5,2,2,0,0
DUNSMUIR,2004,1,1,0,0,0,0
DUNSMUIR,2003,3,3,0,0,0,0
DUNSMUIR,2002,3,3,0,0,0,0
DUNSMUIR,2001,0,0,0,0,0,0
DUNSMUIR,2000,2,2,0,0,0,0
DUNSMUIR,1999,0,0,0,0,0,0
DUNSMUIR,1998,1,1,0,0,0,0
DUNSMUIR,1997,3,3,0,0,0,0
DUNSMUIR,1996,1,1,0,0,0,0
DUNSMUIR,1995,5,5,0,0,0,0
DUNSMUIR,1994,1,1,0,0,0,0
DUNSMUIR,1993,3,3,0,0,0,0
DUNSMUIR,1992,1,1,0,0,0,0
DUNSMUIR,1991,5,5,0,0,0,0
DUNSMUIR,1990,3,3,0,0,0,0
DUNSMUIR,1989,3,3,0,0,0,0
DUNSMUIR,1988,0,0,0,0,0,0
DUNSMUIR,1987,0,0,0,0,0,0
DUNSMUIR,1986,0,0,0,0,0,0
DUNSMUIR,1985,0,0,0,0,0,0
DUNSMUIR,1984,1,1,0,0,0,0
DUNSMUIR,1983,0,0,0,0,0,0
DUNSMUIR,1982,0,0,0,0,0,0
DUNSMUIR,1981,3,3,0,0,0,0
DUNSMUIR,1980,1,1,0,0,0,0
EAST PALO ALTO,2018,2,2,0,0,0,0
EAST PALO ALTO,2017,2,2,0,0,0,0
EAST PALO ALTO,2016,4,4,0,0,0,0
EAST PALO ALTO,2015,53,53,0,0,0,0
EAST PALO ALTO,2014,2,2,0,0,0,0
EAST PALO ALTO,2013,4,4,0,0,0,0
EAST PALO ALTO,2012,0,0,0,0,0,0
EAST PALO ALTO,2011,2,2,0,0,0,0
EAST PALO ALTO,2010,0,0,0,0,0,0
EAST PALO ALTO,2009,33,23,10,0,0,10
EAST PALO ALTO,2008,46,31,15,0,0,15
EAST PALO ALTO,2007,79,70,9,0,3,6
EAST PALO ALTO,2006,96,39,57,2,0,55
EAST PALO ALTO,2005,94,52,42,2,0,40
EAST PALO ALTO,2004,84,52,32,2,0,30
EAST PALO ALTO,2003,79,47,32,0,0,32
EAST PALO ALTO,2002,160,97,63,0,0,63
EAST PALO ALTO,2001,109,81,28,0,0,28
EAST PALO ALTO,2000,480,112,368,0,0,368
EAST PALO ALTO,1999,1,1,0,0,0,0
EAST PALO ALTO,1998,4,4,0,0,0,0
EAST PALO ALTO,1997,4,4,0,0,0,0
EAST PALO ALTO,1996,8,8,0,0,0,0
EAST PALO ALTO,1995,64,0,64,0,48,16
EAST PALO ALTO,1994,16,16,0,0,0,0
EAST PALO ALTO,1993,6,6,0,0,0,0
EAST PALO ALTO,1992,1,1,0,0,0,0
EAST PALO ALTO,1991,15,15,0,0,0,0
EAST PALO ALTO,1990,29,29,0,0,0,0
EAST PALO ALTO,1989,24,24,0,0,0,0
EAST PALO ALTO,1988,25,25,0,0,0,0
EAST PALO ALTO,1987,27,27,0,0,0,0
EAST PALO ALTO,1986,18,10,8,0,0,8
EAST PALO ALTO,1985,9,9,0,0,0,0
EAST PALO ALTO,1984,3,3,0,0,0,0
EAST PALO ALTO,1983,12,1,11,0,0,11
EAST PALO ALTO,1982,0,0,0,0,0,0
EAST PALO ALTO,1981,0,0,0,0,0,0
EAST PALO ALTO,1980,0,0,0,0,0,0
EASTVALE,2018,104,104,0,0,0,0
EASTVALE,2017,352,352,0,0,0,0
EASTVALE,2016,332,332,0,0,0,0
EASTVALE,2015,276,276,0,0,0,0
EASTVALE,2014,428,428,0,0,0,0
EASTVALE,2013,222,222,0,0,0,0
EASTVALE,2012,0,0,0,0,0,0
EASTVALE,2011,0,0,0,0,0,0
EASTVALE,2010,0,0,0,0,0,0
EASTVALE,2009,0,0,0,0,0,0
EASTVALE,2008,0,0,0,0,0,0
EASTVALE,2007,0,0,0,0,0,0
EASTVALE,2006,0,0,0,0,0,0
EASTVALE,2005,0,0,0,0,0,0
EASTVALE,2004,0,0,0,0,0,0
EASTVALE,2003,0,0,0,0,0,0
EASTVALE,2002,0,0,0,0,0,0
EASTVALE,2001,0,0,0,0,0,0
EASTVALE,2000,0,0,0,0,0,0
EASTVALE,1999,0,0,0,0,0,0
EASTVALE,1998,0,0,0,0,0,0
EASTVALE,1997,0,0,0,0,0,0
EASTVALE,1996,0,0,0,0,0,0
EASTVALE,1995,0,0,0,0,0,0
EASTVALE,1994,0,0,0,0,0,0
EASTVALE,1993,0,0,0,0,0,0
EASTVALE,1992,0,0,0,0,0,0
EASTVALE,1991,0,0,0,0,0,0
EASTVALE,1990,0,0,0,0,0,0
EASTVALE,1989,0,0,0,0,0,0
EASTVALE,1988,0,0,0,0,0,0
EASTVALE,1987,0,0,0,0,0,0
EASTVALE,1986,0,0,0,0,0,0
EASTVALE,1985,0,0,0,0,0,0
EASTVALE,1984,0,0,0,0,0,0
EASTVALE,1983,0,0,0,0,0,0
EASTVALE,1982,0,0,0,0,0,0
EASTVALE,1981,0,0,0,0,0,0
EASTVALE,1980,0,0,0,0,0,0
EL CAJON,2018,101,101,0,0,0,0
EL CAJON,2017,50,50,0,0,0,0
EL CAJON,2016,102,102,0,0,0,0
EL CAJON,2015,105,105,0,0,0,0
EL CAJON,2014,28,28,0,0,0,0
EL CAJON,2013,10,10,0,0,0,0
EL CAJON,2012,10,10,0,0,0,0
EL CAJON,2011,11,11,0,0,0,0
EL CAJON,2010,42,42,0,0,0,0
EL CAJON,2009,7,7,0,0,0,0
EL CAJON,2008,32,32,0,0,0,0
EL CAJON,2007,31,31,0,0,0,0
EL CAJON,2006,60,60,0,0,0,0
EL CAJON,2005,87,87,0,0,0,0
EL CAJON,2004,18,18,0,0,0,0
EL CAJON,2003,129,129,0,0,0,0
EL CAJON,2002,100,100,0,0,0,0
EL CAJON,2001,54,54,0,0,0,0
EL CAJON,2000,74,74,0,0,0,0
EL CAJON,1999,181,181,0,0,0,0
EL CAJON,1998,54,54,0,0,0,0
EL CAJON,1997,38,38,0,0,0,0
EL CAJON,1996,57,57,0,0,0,0
EL CAJON,1995,29,29,0,0,0,0
EL CAJON,1994,185,83,102,2,0,100
EL CAJON,1993,28,24,4,4,0,0
EL CAJON,1992,46,36,10,0,3,7
EL CAJON,1991,92,61,31,2,11,18
EL CAJON,1990,54,52,2,2,0,0
EL CAJON,1989,102,55,47,0,7,40
EL CAJON,1988,195,95,100,4,15,81
EL CAJON,1987,374,179,195,2,16,177
EL CAJON,1986,726,209,517,14,57,446
EL CAJON,1985,999,163,836,4,41,791
EL CAJON,1984,1045,238,807,2,26,779
EL CAJON,1983,564,295,269,0,31,238
EL CAJON,1982,125,90,35,2,0,33
EL CAJON,1981,96,96,0,0,0,0
EL CAJON,1980,593,386,207,2,15,190
EL CENTRO,2018,100,16,84,0,0,84
EL CENTRO,2017,6,6,0,0,0,0
EL CENTRO,2016,6,6,0,0,0,0
EL CENTRO,2015,96,12,84,0,0,84
EL CENTRO,2014,43,43,0,0,0,0
EL CENTRO,2013,5,5,0,0,0,0
EL CENTRO,2012,74,2,72,0,0,72
EL CENTRO,2011,2,2,0,0,0,0
EL CENTRO,2010,0,0,0,0,0,0
EL CENTRO,2009,8,2,6,0,0,6
EL CENTRO,2008,194,56,138,0,4,134
EL CENTRO,2007,194,64,130,0,10,120
EL CENTRO,2006,105,89,16,2,14,0
EL CENTRO,2005,579,479,100,0,17,83
EL CENTRO,2004,644,558,86,2,11,73
EL CENTRO,2003,219,209,10,0,0,10
EL CENTRO,2002,90,64,26,2,18,6
EL CENTRO,2001,153,58,95,2,12,81
EL CENTRO,2000,46,46,0,0,0,0
EL CENTRO,1999,36,33,3,0,3,0
EL CENTRO,1998,43,39,4,0,4,0
EL CENTRO,1997,90,39,51,2,9,40
EL CENTRO,1996,43,34,9,2,7,0
EL CENTRO,1995,46,21,25,0,20,5
EL CENTRO,1994,165,79,86,2,24,60
EL CENTRO,1993,95,39,56,4,8,44
EL CENTRO,1992,107,94,13,2,11,0
EL CENTRO,1991,150,123,27,0,4,23
EL CENTRO,1990,425,106,319,2,19,298
EL CENTRO,1989,386,200,186,4,8,174
EL CENTRO,1988,255,218,37,4,15,18
EL CENTRO,1987,182,140,42,4,8,30
EL CENTRO,1986,374,168,206,6,15,185
EL CENTRO,1985,158,93,65,16,22,27
EL CENTRO,1984,63,43,20,2,7,11
EL CENTRO,1983,67,51,16,2,8,6
EL CENTRO,1982,176,27,149,6,25,118
EL CENTRO,1981,170,68,102,4,12,86
EL CENTRO,1980,208,80,128,4,43,81
EL CERRITO,2018,2,2,0,0,0,0
EL CERRITO,2017,67,4,63,0,0,63
EL CERRITO,2016,3,3,0,0,0,0
EL CERRITO,2015,191,3,188,0,3,185
EL CERRITO,2014,57,1,56,0,0,56
EL CERRITO,2013,0,0,0,0,0,0
EL CERRITO,2012,8,8,0,0,0,0
EL CERRITO,2011,2,2,0,0,0,0
EL CERRITO,2010,1,1,0,0,0,0
EL CERRITO,2009,0,0,0,0,0,0
EL CERRITO,2008,1,1,0,0,0,0
EL CERRITO,2007,0,0,0,0,0,0
EL CERRITO,2006,6,6,0,0,0,0
EL CERRITO,2005,7,7,0,0,0,0
EL CERRITO,2004,7,7,0,0,0,0
EL CERRITO,2003,8,8,0,0,0,0
EL CERRITO,2002,8,8,0,0,0,0
EL CERRITO,2001,8,8,0,0,0,0
EL CERRITO,2000,10,6,4,4,0,0
EL CERRITO,1999,7,7,0,0,0,0
EL CERRITO,1998,10,10,0,0,0,0
EL CERRITO,1997,1,1,0,0,0,0
EL CERRITO,1996,4,4,0,0,0,0
EL CERRITO,1995,2,2,0,0,0,0
EL CERRITO,1994,7,7,0,0,0,0
EL CERRITO,1993,5,5,0,0,0,0
EL CERRITO,1992,14,7,7,0,0,7
EL CERRITO,1991,137,2,135,0,0,135
EL CERRITO,1990,7,7,0,0,0,0
EL CERRITO,1989,37,13,24,0,4,20
EL CERRITO,1988,284,16,268,0,4,264
EL CERRITO,1987,195,17,178,2,0,176
EL CERRITO,1986,18,11,7,0,0,7
EL CERRITO,1985,141,42,99,0,0,99
EL CERRITO,1984,18,10,8,0,3,5
EL CERRITO,1983,34,15,19,0,3,16
EL CERRITO,1982,2,2,0,0,0,0
EL CERRITO,1981,31,23,8,0,0,8
EL CERRITO,1980,42,40,2,2,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2018,511,511,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2017,753,753,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2016,659,659,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2015,532,532,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2014,124,124,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2013,181,181,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2012,205,165,40,0,0,40
EL DORADO COUNTY UNINCORPORATED AREA,2011,127,127,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2010,107,105,2,2,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2009,113,113,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2008,390,250,140,0,0,140
EL DORADO COUNTY UNINCORPORATED AREA,2007,482,482,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2006,893,877,16,12,4,0
EL DORADO COUNTY UNINCORPORATED AREA,2005,1495,1391,104,4,0,100
EL DORADO COUNTY UNINCORPORATED AREA,2004,1898,1798,100,0,0,100
EL DORADO COUNTY UNINCORPORATED AREA,2003,1756,1746,10,10,0,0
EL DORADO COUNTY UNINCORPORATED AREA,2002,1734,1564,170,6,4,160
EL DORADO COUNTY UNINCORPORATED AREA,2001,1971,1271,700,0,0,700
EL DORADO COUNTY UNINCORPORATED AREA,2000,1289,1285,4,4,0,0
EL DORADO COUNTY UNINCORPORATED AREA,1999,1219,1079,140,12,60,68
EL DORADO COUNTY UNINCORPORATED AREA,1998,775,767,8,8,0,0
EL DORADO COUNTY UNINCORPORATED AREA,1997,971,971,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,1996,1303,999,304,4,0,300
EL DORADO COUNTY UNINCORPORATED AREA,1995,817,813,4,4,0,0
EL DORADO COUNTY UNINCORPORATED AREA,1994,881,858,23,6,0,17
EL DORADO COUNTY UNINCORPORATED AREA,1993,683,677,6,2,4,0
EL DORADO COUNTY UNINCORPORATED AREA,1992,945,943,2,2,0,0
EL DORADO COUNTY UNINCORPORATED AREA,1991,1517,1289,228,2,0,226
EL DORADO COUNTY UNINCORPORATED AREA,1990,1795,1695,100,6,11,83
EL DORADO COUNTY UNINCORPORATED AREA,1989,2025,1857,168,12,23,133
EL DORADO COUNTY UNINCORPORATED AREA,1988,2201,1874,327,6,49,272
EL DORADO COUNTY UNINCORPORATED AREA,1987,1894,1611,283,10,91,182
EL DORADO COUNTY UNINCORPORATED AREA,1986,1511,1295,216,16,73,127
EL DORADO COUNTY UNINCORPORATED AREA,1985,1497,1166,331,6,90,235
EL DORADO COUNTY UNINCORPORATED AREA,1984,1121,999,122,4,46,72
EL DORADO COUNTY UNINCORPORATED AREA,1983,914,827,87,12,45,30
EL DORADO COUNTY UNINCORPORATED AREA,1982,713,713,0,0,0,0
EL DORADO COUNTY UNINCORPORATED AREA,1981,1099,1049,50,4,15,31
EL DORADO COUNTY UNINCORPORATED AREA,1980,1111,1101,10,2,0,8
EL MONTE,2018,300,39,261,8,6,247
EL MONTE,2017,179,23,156,2,8,146
EL MONTE,2016,128,76,52,0,3,49
EL MONTE,2015,39,39,0,0,0,0
EL MONTE,2014,43,43,0,0,0,0
EL MONTE,2013,42,42,0,0,0,0
EL MONTE,2012,80,19,61,0,0,61
EL MONTE,2011,100,32,68,0,0,68
EL MONTE,2010,9,9,0,0,0,0
EL MONTE,2009,178,178,0,0,0,0
EL MONTE,2008,33,33,0,0,0,0
EL MONTE,2007,99,99,0,0,0,0
EL MONTE,2006,211,211,0,0,0,0
EL MONTE,2005,317,317,0,0,0,0
EL MONTE,2004,321,221,100,0,0,100
EL MONTE,2003,205,105,100,0,0,100
EL MONTE,2002,345,186,159,0,0,159
EL MONTE,2001,232,232,0,0,0,0
EL MONTE,2000,97,92,5,0,0,5
EL MONTE,1999,140,69,71,0,0,71
EL MONTE,1998,52,50,2,2,0,0
EL MONTE,1997,187,50,137,0,0,137
EL MONTE,1996,80,59,21,0,0,21
EL MONTE,1995,187,47,140,0,0,140
EL MONTE,1994,92,90,2,2,0,0
EL MONTE,1993,64,62,2,2,0,0
EL MONTE,1992,169,165,4,4,0,0
EL MONTE,1991,0,0,0,0,0,0
EL MONTE,1990,0,0,0,0,0,0
EL MONTE,1989,0,0,0,0,0,0
EL MONTE,1988,0,0,0,0,0,0
EL MONTE,1987,0,0,0,0,0,0
EL MONTE,1986,0,0,0,0,0,0
EL MONTE,1985,0,0,0,0,0,0
EL MONTE,1984,0,0,0,0,0,0
EL MONTE,1983,0,0,0,0,0,0
EL MONTE,1982,0,0,0,0,0,0
EL MONTE,1981,0,0,0,0,0,0
EL MONTE,1980,0,0,0,0,0,0
EL SEGUNDO,2018,41,41,0,0,0,0
EL SEGUNDO,2017,28,25,3,0,3,0
EL SEGUNDO,2016,0,0,0,0,0,0
EL SEGUNDO,2015,5,5,0,0,0,0
EL SEGUNDO,2014,0,0,0,0,0,0
EL SEGUNDO,2013,22,13,9,6,3,0
EL SEGUNDO,2012,14,14,0,0,0,0
EL SEGUNDO,2011,11,3,8,8,0,0
EL SEGUNDO,2010,3,3,0,0,0,0
EL SEGUNDO,2009,4,4,0,0,0,0
EL SEGUNDO,2008,21,17,4,0,4,0
EL SEGUNDO,2007,23,23,0,0,0,0
EL SEGUNDO,2006,20,20,0,0,0,0
EL SEGUNDO,2005,23,23,0,0,0,0
EL SEGUNDO,2004,72,65,7,0,0,7
EL SEGUNDO,2003,22,22,0,0,0,0
EL SEGUNDO,2002,25,25,0,0,0,0
EL SEGUNDO,2001,8,6,2,2,0,0
EL SEGUNDO,2000,4,4,0,0,0,0
EL SEGUNDO,1999,31,21,10,0,0,10
EL SEGUNDO,1998,7,7,0,0,0,0
EL SEGUNDO,1997,1,1,0,0,0,0
EL SEGUNDO,1996,10,7,3,0,3,0
EL SEGUNDO,1995,8,5,3,0,3,0
EL SEGUNDO,1994,10,10,0,0,0,0
EL SEGUNDO,1993,4,4,0,0,0,0
EL SEGUNDO,1992,11,9,2,2,0,0
EL SEGUNDO,1991,62,25,37,4,4,29
EL SEGUNDO,1990,54,18,36,0,9,27
EL SEGUNDO,1989,79,32,47,4,0,43
EL SEGUNDO,1988,234,132,102,0,7,95
EL SEGUNDO,1987,112,18,94,0,4,90
EL SEGUNDO,1986,207,18,189,4,4,181
EL SEGUNDO,1985,64,19,45,0,3,42
EL SEGUNDO,1984,135,23,112,12,15,85
EL SEGUNDO,1983,131,34,97,2,3,92
EL SEGUNDO,1982,37,4,33,0,0,33
EL SEGUNDO,1981,162,26,136,0,4,132
EL SEGUNDO,1980,92,12,80,0,0,80
ELK GROVE,2018,693,693,0,0,0,0
ELK GROVE,2017,402,402,0,0,0,0
ELK GROVE,2016,455,455,0,0,0,0
ELK GROVE,2015,665,665,0,0,0,0
ELK GROVE,2014,571,571,0,0,0,0
ELK GROVE,2013,387,387,0,0,0,0
ELK GROVE,2012,368,368,0,0,0,0
ELK GROVE,2011,525,252,273,0,0,273
ELK GROVE,2010,411,296,115,0,0,115
ELK GROVE,2009,201,201,0,0,0,0
ELK GROVE,2008,791,257,534,0,0,534
ELK GROVE,2007,693,693,0,0,0,0
ELK GROVE,2006,726,614,112,0,0,112
ELK GROVE,2005,2796,2603,193,0,0,193
ELK GROVE,2004,4547,4049,498,0,0,498
ELK GROVE,2003,3716,3716,0,0,0,0
ELK GROVE,2002,1108,804,304,0,0,304
ELK GROVE,2001,0,0,0,0,0,0
ELK GROVE,2000,0,0,0,0,0,0
ELK GROVE,1999,0,0,0,0,0,0
ELK GROVE,1998,0,0,0,0,0,0
ELK GROVE,1997,0,0,0,0,0,0
ELK GROVE,1996,0,0,0,0,0,0
ELK GROVE,1995,0,0,0,0,0,0
ELK GROVE,1994,0,0,0,0,0,0
ELK GROVE,1993,0,0,0,0,0,0
ELK GROVE,1992,0,0,0,0,0,0
ELK GROVE,1991,0,0,0,0,0,0
ELK GROVE,1990,0,0,0,0,0,0
ELK GROVE,1989,0,0,0,0,0,0
ELK GROVE,1988,0,0,0,0,0,0
ELK GROVE,1987,0,0,0,0,0,0
ELK GROVE,1986,0,0,0,0,0,0
ELK GROVE,1985,0,0,0,0,0,0
ELK GROVE,1984,0,0,0,0,0,0
ELK GROVE,1983,0,0,0,0,0,0
ELK GROVE,1982,0,0,0,0,0,0
ELK GROVE,1981,0,0,0,0,0,0
ELK GROVE,1980,0,0,0,0,0,0
EMERYVILLE,2018,66,0,66,0,0,66
EMERYVILLE,2017,312,2,310,0,0,310
EMERYVILLE,2016,1,1,0,0,0,0
EMERYVILLE,2015,2,2,0,0,0,0
EMERYVILLE,2014,209,0,209,0,0,209
EMERYVILLE,2013,191,1,190,0,0,190
EMERYVILLE,2012,256,0,256,2,3,251
EMERYVILLE,2011,6,1,5,0,0,5
EMERYVILLE,2010,0,0,0,0,0,0
EMERYVILLE,2009,0,0,0,0,0,0
EMERYVILLE,2008,127,2,125,0,0,125
EMERYVILLE,2007,139,3,136,2,3,131
EMERYVILLE,2006,428,0,428,2,0,426
EMERYVILLE,2005,156,0,156,0,0,156
EMERYVILLE,2004,401,0,401,0,0,401
EMERYVILLE,2003,503,0,503,2,8,493
EMERYVILLE,2002,1,1,0,0,0,0
EMERYVILLE,2001,2,2,0,0,0,0
EMERYVILLE,2000,2,2,0,0,0,0
EMERYVILLE,1999,67,0,67,0,0,67
EMERYVILLE,1998,5,0,5,0,0,5
EMERYVILLE,1997,260,0,260,2,3,255
EMERYVILLE,1996,0,0,0,0,0,0
EMERYVILLE,1995,6,0,6,0,6,0
EMERYVILLE,1994,4,0,4,0,4,0
EMERYVILLE,1993,22,2,20,0,0,20
EMERYVILLE,1992,263,0,263,2,0,261
EMERYVILLE,1991,57,7,50,0,0,50
EMERYVILLE,1990,2,0,2,2,0,0
EMERYVILLE,1989,5,0,5,0,0,5
EMERYVILLE,1988,5,0,5,2,3,0
EMERYVILLE,1987,425,1,424,0,0,424
EMERYVILLE,1986,0,0,0,0,0,0
EMERYVILLE,1985,3,3,0,0,0,0
EMERYVILLE,1984,9,9,0,0,0,0
EMERYVILLE,1983,1,1,0,0,0,0
EMERYVILLE,1982,0,0,0,0,0,0
EMERYVILLE,1981,583,0,583,0,0,583
EMERYVILLE,1980,11,2,9,2,7,0
ENCINITAS,2018,157,157,0,0,0,0
ENCINITAS,2017,115,115,0,0,0,0
ENCINITAS,2016,85,85,0,0,0,0
ENCINITAS,2015,142,142,0,0,0,0
ENCINITAS,2014,157,157,0,0,0,0
ENCINITAS,2013,87,87,0,0,0,0
ENCINITAS,2012,99,79,20,0,0,20
ENCINITAS,2011,89,89,0,0,0,0
ENCINITAS,2010,35,35,0,0,0,0
ENCINITAS,2009,44,42,2,2,0,0
ENCINITAS,2008,86,82,4,4,0,0
ENCINITAS,2007,129,109,20,6,0,14
ENCINITAS,2006,125,117,8,8,0,0
ENCINITAS,2005,153,142,11,8,3,0
ENCINITAS,2004,212,184,28,4,4,20
ENCINITAS,2003,240,187,53,8,0,45
ENCINITAS,2002,440,414,26,26,0,0
ENCINITAS,2001,356,228,128,8,0,120
ENCINITAS,2000,269,259,10,10,0,0
ENCINITAS,1999,311,283,28,10,18,0
ENCINITAS,1998,381,306,75,10,65,0
ENCINITAS,1997,311,297,14,14,0,0
ENCINITAS,1996,68,60,8,8,0,0
ENCINITAS,1995,112,100,12,12,0,0
ENCINITAS,1994,54,39,15,8,0,7
ENCINITAS,1993,54,52,2,2,0,0
ENCINITAS,1992,41,39,2,2,0,0
ENCINITAS,1991,98,96,2,2,0,0
ENCINITAS,1990,94,80,14,14,0,0
ENCINITAS,1989,201,191,10,10,0,0
ENCINITAS,1988,615,572,43,6,0,37
ENCINITAS,1987,126,107,19,10,4,5
ENCINITAS,1986,0,0,0,0,0,0
ENCINITAS,1985,0,0,0,0,0,0
ENCINITAS,1984,0,0,0,0,0,0
ENCINITAS,1983,0,0,0,0,0,0
ENCINITAS,1982,0,0,0,0,0,0
ENCINITAS,1981,0,0,0,0,0,0
ENCINITAS,1980,0,0,0,0,0,0
ESCALON,2018,6,6,0,0,0,0
ESCALON,2017,2,2,0,0,0,0
ESCALON,2016,0,0,0,0,0,0
ESCALON,2015,0,0,0,0,0,0
ESCALON,2014,23,23,0,0,0,0
ESCALON,2013,27,27,0,0,0,0
ESCALON,2012,0,0,0,0,0,0
ESCALON,2011,0,0,0,0,0,0
ESCALON,2010,0,0,0,0,0,0
ESCALON,2009,1,1,0,0,0,0
ESCALON,2008,21,21,0,0,0,0
ESCALON,2007,19,19,0,0,0,0
ESCALON,2006,54,54,0,0,0,0
ESCALON,2005,62,62,0,0,0,0
ESCALON,2004,72,72,0,0,0,0
ESCALON,2003,41,41,0,0,0,0
ESCALON,2002,98,98,0,0,0,0
ESCALON,2001,68,68,0,0,0,0
ESCALON,2000,64,64,0,0,0,0
ESCALON,1999,42,42,0,0,0,0
ESCALON,1998,53,53,0,0,0,0
ESCALON,1997,52,52,0,0,0,0
ESCALON,1996,43,43,0,0,0,0
ESCALON,1995,35,35,0,0,0,0
ESCALON,1994,32,32,0,0,0,0
ESCALON,1993,48,48,0,0,0,0
ESCALON,1992,22,22,0,0,0,0
ESCALON,1991,42,42,0,0,0,0
ESCALON,1990,81,81,0,0,0,0
ESCALON,1989,81,72,9,0,3,6
ESCALON,1988,70,70,0,0,0,0
ESCALON,1987,89,89,0,0,0,0
ESCALON,1986,102,56,46,6,40,0
ESCALON,1985,37,37,0,0,0,0
ESCALON,1984,20,20,0,0,0,0
ESCALON,1983,11,11,0,0,0,0
ESCALON,1982,5,5,0,0,0,0
ESCALON,1981,11,6,5,0,0,5
ESCALON,1980,21,9,12,0,0,12
ESCONDIDO,2018,218,20,198,2,7,189
ESCONDIDO,2017,459,235,224,0,0,224
ESCONDIDO,2016,169,81,88,0,0,88
ESCONDIDO,2015,162,20,142,0,0,142
ESCONDIDO,2014,139,17,122,10,0,112
ESCONDIDO,2013,69,8,61,2,10,49
ESCONDIDO,2012,42,6,36,0,0,36
ESCONDIDO,2011,144,32,112,0,0,112
ESCONDIDO,2010,139,84,55,0,0,55
ESCONDIDO,2009,175,114,61,0,0,61
ESCONDIDO,2008,183,120,63,8,0,55
ESCONDIDO,2007,236,131,105,4,4,97
ESCONDIDO,2006,621,386,235,44,7,184
ESCONDIDO,2005,277,239,38,0,4,34
ESCONDIDO,2004,300,224,76,4,0,72
ESCONDIDO,2003,498,494,4,0,4,0
ESCONDIDO,2002,348,348,0,0,0,0
ESCONDIDO,2001,244,244,0,0,0,0
ESCONDIDO,2000,306,282,24,0,4,20
ESCONDIDO,1999,324,220,104,2,0,102
ESCONDIDO,1998,446,371,75,0,0,75
ESCONDIDO,1997,430,430,0,0,0,0
ESCONDIDO,1996,318,286,32,2,30,0
ESCONDIDO,1995,349,159,190,0,0,190
ESCONDIDO,1994,212,212,0,0,0,0
ESCONDIDO,1993,243,243,0,0,0,0
ESCONDIDO,1992,215,194,21,0,14,7
ESCONDIDO,1991,214,214,0,0,0,0
ESCONDIDO,1990,390,280,110,10,8,92
ESCONDIDO,1989,695,584,111,2,11,98
ESCONDIDO,1988,1636,1360,276,12,35,229
ESCONDIDO,1987,1982,1018,964,2,26,936
ESCONDIDO,1986,3178,1346,1832,14,26,1792
ESCONDIDO,1985,2902,708,2194,16,165,2013
