"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"1600000US0682954","Visalia city, California","131066","61","63597","1817","51417","1759","2213","528","535","189","6441","708","88","72","115","86","2788","610","150","119","2638","612","67469","1819","47037","3562","640","421","730","334","1158","1169","9","13","14316","2238","3579","1084","1875","749","1704","590"
"1600000US0617918","Daly City city, California","106638","83","81197","1489","13620","799","3288","543","103","74","59978","1777","1135","536","153","93","2920","584","261","183","2659","540","25441","1488","9608","1464","154","115","296","200","761","435","31","41","12522","1597","2069","578","927","319","1142","433"
"1600000US0678638","Three Rivers CDP, California","2397","329","2156","310","2023","296","0","12","12","21","106","119","0","12","0","12","15","15","0","12","15","15","241","109","197","97","0","12","0","12","0","12","0","12","18","27","26","25","8","12","18","27"
"1600000US0636672","Ione city, California","7439","21","5672","238","4563","297","667","150","92","45","92","36","9","12","5","16","244","118","0","17","244","118","1767","236","835","176","30","22","15","17","13","14","4","8","658","133","212","160","169","156","43","42"
"1600000US0673815","Squirrel Mountain Valley CDP, California","1159","387","1159","387","1087","396","0","12","27","45","0","12","0","12","0","12","45","70","0","12","45","70","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0613910","Clear Creek CDP, California","226","155","141","93","113","82","0","12","20","32","0","12","0","12","0","12","8","14","0","12","8","14","85","126","0","12","0","12","0","12","0","12","0","12","85","126","0","12","0","12","0","12"
"1600000US0651182","Newport Beach city, California","86280","74","78519","936","68562","1423","571","256","186","123","7007","939","142","144","128","94","1923","395","53","60","1870","388","7761","933","5052","832","151","225","42","41","123","78","0","29","1641","710","752","276","477","236","275","162"
"1600000US0620228","Dunnigan CDP, California","1278","342","608","161","507","139","90","90","0","12","0","12","0","12","0","12","11","17","0","12","11","17","670","342","554","338","28","42","0","12","0","12","0","12","78","95","10","16","10","16","0","12"
"1600000US0645050","Madera Acres CDP, California","9946","968","2489","428","2013","367","180","121","0","17","151","164","0","17","0","17","145","86","0","17","145","86","7457","928","5731","1064","0","17","39","38","9","15","0","17","1614","678","64","60","41","47","23","36"
"1600000US0616462","Corte Madera town, California","9866","25","9055","294","7752","380","150","141","0","17","546","194","0","17","195","139","412","201","42","62","370","185","811","296","528","272","0","17","0","17","0","17","0","17","283","209","0","17","0","17","0","17"
"1600000US0653980","Orange city, California","139873","126","86508","1841","63532","1854","2397","683","282","151","16518","1131","145","96","110","69","3524","589","146","94","3378","570","53365","1819","35322","2010","128","68","365","282","169","118","55","65","16148","1845","1178","290","526","183","652","224"
"1600000US0610345","Campbell city, California","42470","60","34492","934","22414","1001","1307","531","112","88","8500","696","5","22","75","62","2079","338","48","60","2031","335","7978","923","5416","1002","42","51","155","151","110","89","26","41","1833","661","396","183","151","101","245","148"
"1600000US0673906","Stanford CDP, California","15668","903","13372","858","7366","550","523","146","33","27","4314","522","37","35","27","34","1072","320","45","27","1027","315","2296","337","1515","308","83","78","18","20","30","22","10","11","320","115","320","102","159","66","161","75"
"1600000US0612612","Challenge-Brownsville CDP, California","864","372","833","363","676","296","0","12","0","12","0","12","0","12","0","12","157","210","0","12","157","210","31","49","0","12","0","12","0","12","31","49","0","12","0","12","0","12","0","12","0","12"
"1600000US0606210","Bethel Island CDP, California","2010","443","1496","435","1428","436","49","54","0","12","0","12","0","12","0","12","19","30","0","12","19","30","514","320","272","239","47","74","0","12","0","12","0","12","195","219","0","12","0","12","0","12"
"1600000US0620942","East Orosi CDP, California","955","396","99","135","6","9","0","12","0","12","0","12","0","12","0","12","93","134","0","12","93","134","856","395","740","385","0","12","0","12","0","12","0","12","116","149","0","12","0","12","0","12"
"1600000US0639472","Lake City CDP, California","59","47","59","47","52","46","7","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0606308","Beverly Hills city, California","34362","35","32227","507","26668","1074","560","227","49","46","3272","735","0","26","141","154","1537","513","116","134","1421","475","2135","502","1429","360","9","19","0","26","0","26","0","26","582","280","115","98","56","61","59","84"
"1600000US0677960","Tarpey Village CDP, California","3390","622","2262","330","1883","284","26","39","14","16","197","135","0","12","0","12","142","108","27","42","115","98","1128","515","612","435","0","12","0","12","16","26","0","12","464","340","36","41","31","40","5","10"
"1600000US0603344","Avocado Heights CDP, California","15903","795","3473","466","1099","333","80","69","0","19","2240","329","0","19","53","46","1","3","0","19","1","3","12430","937","5848","717","12","18","50","61","47","49","0","19","6325","1039","148","94","87","68","61","62"
"1600000US0659444","Rancho Cordova city, California","72056","46","56457","982","35385","1081","6309","723","213","142","9392","666","568","236","377","198","4213","555","165","98","4048","545","15599","983","8451","997","134","68","353","354","153","108","11","16","5276","822","1221","303","486","169","735","241"
"1600000US0639645","Lake Mathews CDP, California","6848","1013","3758","532","3044","463","174","178","48","65","340","227","0","17","31","48","121","110","0","17","121","110","3090","1043","1213","431","0","17","0","17","12","20","0","17","1714","907","151","131","120","119","31","36"
"1600000US0673430","South Whittier CDP, California","60096","1709","13296","962","8205","684","466","226","173","113","2944","677","236","324","563","319","709","263","141","123","568","240","46800","1680","16173","1402","155","138","228","170","62","52","40","36","28750","2211","1392","387","870","322","522","193"
"1600000US0678932","Tonyville CDP, California","881","496","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","881","496","658","409","0","12","0","12","0","12","0","12","223","320","0","12","0","12","0","12"
"1600000US0686380","Woodlands CDP, California","1743","393","1601","378","1417","370","0","12","20","34","124","110","0","12","0","12","40","76","0","12","40","76","142","116","124","114","0","12","0","12","0","12","0","12","18","30","0","12","0","12","0","12"
"1600000US0675000","Stockton city, California","306283","98","177487","2269","63847","1693","35066","1411","526","156","64487","2013","2249","448","531","220","10781","1163","410","262","10371","1096","128796","2277","73094","2892","1172","340","1580","549","1809","470","234","150","28714","2279","22193","1918","3170","651","19023","1788"
"1600000US0602896","Artesia city, California","16817","40","10128","704","2821","482","482","368","48","75","6157","628","64","69","27","42","529","253","192","198","337","173","6689","709","2675","732","0","19","36","45","114","77","0","19","3647","847","217","141","153","130","64","54"
"1600000US0675592","Sugarloaf Saw Mill CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0620697","East Hemet CDP, California","20679","977","10471","862","8636","820","528","288","217","136","291","142","174","230","86","112","539","204","0","23","539","204","10208","852","7234","945","56","42","226","140","22","28","0","23","2295","665","375","145","194","101","181","86"
"1600000US0617274","Crockett CDP, California","3094","341","2399","278","1931","290","98","62","36","38","94","88","0","12","32","28","208","110","0","12","208","110","695","265","350","106","9","16","0","12","0","12","0","12","233","212","103","79","58","51","45","51"
"1600000US0618506","Del Mar city, California","4340","17","4024","236","3862","252","23","37","0","12","99","86","0","12","0","12","40","48","0","12","40","48","316","236","316","236","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0681204","Union City city, California","74601","47","59261","1096","10954","928","3662","658","184","81","40570","1278","1076","373","70","56","2745","439","292","124","2453","419","15340","1093","3713","596","32","29","86","83","154","84","84","77","9977","1097","1294","302","838","245","456","184"
"1600000US0619052","Desert View Highlands CDP, California","2496","518","1086","352","787","317","145","163","0","12","0","12","0","12","56","102","98","86","0","12","98","86","1410","448","470","241","3","6","121","187","0","12","0","12","775","383","41","49","25","39","16","28"
"1600000US0617428","Crows Landing CDP, California","278","147","44","31","44","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","234","146","198","153","0","12","0","12","0","12","0","12","36","57","0","12","0","12","0","12"
"1600000US0684345","West Goshen CDP, California","567","406","75","79","75","79","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","492","403","386","387","0","12","0","12","0","12","0","12","106","101","0","12","0","12","0","12"
"1600000US0656826","Phelan CDP, California","15532","1264","10031","1214","8853","1170","260","162","12","19","473","276","265","224","0","19","168","180","0","19","168","180","5501","1060","4809","993","9","22","40","62","0","19","0","19","591","432","52","82","52","82","0","19"
"1600000US0619654","Dos Palos Y CDP, California","242","115","70","46","70","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","172","116","10","18","0","12","0","12","0","12","0","12","162","119","0","12","0","12","0","12"
"1600000US0621210","East Tulare Villa CDP, California","980","263","460","164","351","147","0","12","12","18","82","101","0","12","0","12","15","17","0","12","15","17","520","247","411","230","0","12","0","12","0","12","0","12","73","53","36","34","18","22","18","22"
"1600000US0608240","Bridgeport CDP, California","464","261","428","256","361","250","3","5","57","46","6","19","0","12","0","12","1","2","0","12","1","2","36","45","29","43","0","12","5","7","0","12","0","12","2","4","0","12","0","12","0","12"
"1600000US0661124","River Pines CDP, California","607","410","585","412","488","401","16","28","0","12","0","12","0","12","0","12","81","82","0","12","81","82","22","31","0","12","0","12","0","12","0","12","0","12","22","31","0","12","0","12","0","12"
"1600000US0604856","Belden CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0657134","Pine Flat CDP, California","149","68","149","68","133","74","0","12","12","21","0","12","0","12","0","12","4","5","0","12","4","5","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0640830","La Verne city, California","32358","59","20484","635","15780","714","1011","362","68","75","2969","395","10","15","42","38","604","228","14","24","590","226","11874","633","8012","675","101","86","156","79","87","85","32","51","2117","692","1369","401","807","303","562","257"
"1600000US0686734","Yettem CDP, California","441","408","10","19","10","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","431","413","293","335","0","12","0","12","0","12","0","12","138","224","0","12","0","12","0","12"
"1600000US0616630","Cottonwood CDP, California","3289","631","2874","573","2670","506","0","12","37","45","0","12","52","73","0","12","115","158","0","12","115","158","415","225","365","215","0","12","0","12","0","12","0","12","39","56","11","17","11","17","0","12"
"1600000US0677574","Taft city, California","9307","24","6343","675","5611","690","59","51","0","17","312","227","0","17","0","17","361","278","7","12","354","278","2964","677","2365","653","7","12","20","27","128","205","0","17","181","234","263","139","257","137","6","13"
"1600000US0608716","Buck Meadows CDP, California","51","56","8","13","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","43","59","43","59","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0673868","Stallion Springs CDP, California","3625","826","2947","657","2792","590","0","12","0","12","49","83","0","12","0","12","106","146","0","12","106","146","678","523","600","518","0","12","50","80","0","12","0","12","28","44","0","12","0","12","0","12"
"1600000US0684550","Westminster city, California","91417","69","70534","1331","22602","1147","778","354","237","161","44925","1400","126","85","49","46","1817","386","54","53","1763","391","20883","1332","12698","1375","66","51","264","127","252","148","54","66","6253","1109","1296","456","528","209","768","391"
"1600000US0673554","Spaulding CDP, California","110","53","110","53","110","53","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0614274","Coalinga city, California","16538","34","6955","559","5002","443","551","380","402","341","409","146","103","85","43","55","445","116","40","48","405","109","9583","563","4567","851","0","19","93","85","21","28","0","19","4198","686","704","219","173","96","531","199"
"1600000US0622300","El Paso de Robles (Paso Robles) city, California","31656","38","19454","917","18127","877","463","273","75","59","380","181","0","26","0","26","409","179","0","26","409","179","12202","922","10031","1047","14","22","28","44","17","31","0","26","1923","644","189","115","114","98","75","68"
"1600000US0637692","Jurupa Valley city, California","103784","52","30455","1254","22249","1265","3156","550","250","175","3214","658","169","103","105","108","1312","405","62","69","1250","396","73329","1249","32710","2065","138","98","734","301","106","89","22","26","36878","2273","2741","753","1801","699","940","343"
