"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"1600000US0631568","Gustine city, California","5774","29","2335","507","2279","503","0","17","27","43","14","22","0","17","0","17","15","25","0","17","15","25","3439","507","2554","470","0","17","0","17","0","17","0","17","702","456","183","191","122","181","61","72"
"1600000US0623196","Fairhaven CDP, California","145","47","142","47","131","45","0","12","0","12","3","6","0","12","0","12","8","9","0","12","8","9","3","6","3","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0623462","Fallbrook CDP, California","33021","1289","17448","1041","15082","876","789","309","105","77","802","296","107","109","6","11","557","217","11","17","546","217","15573","1290","11315","1258","61","56","46","50","0","26","24","41","3588","902","539","204","435","198","104","62"
"1600000US0633532","Hidden Meadows CDP, California","3386","434","3028","382","2429","363","14","32","17","29","408","99","0","12","13","19","147","104","0","12","147","104","358","247","309","250","0","12","0","12","0","12","0","12","18","29","31","51","31","51","0","12"
"1600000US0662364","Rocklin city, California","63127","43","54856","763","44453","1006","1250","298","268","146","5936","579","41","35","55","56","2853","432","32","35","2821","434","8271","769","5493","754","74","61","80","69","59","71","41","58","1746","390","778","245","271","116","507","213"
"1600000US0650188","Myrtletown CDP, California","5290","543","4883","558","4329","549","0","17","116","97","137","74","0","17","0","17","301","160","50","86","251","130","407","255","180","166","13","22","0","17","0","17","0","17","210","184","4","6","3","4","1","5"
"1600000US0672996","South El Monte city, California","20727","74","3313","380","588","177","40","23","14","22","2650","341","0","23","7","11","14","15","9","13","5","8","17414","380","11277","813","27","22","145","116","9","17","0","23","5621","802","335","113","286","115","49","38"
"1600000US0662854","Rosedale CDP, California","16737","1083","13404","957","12023","1057","152","78","433","280","306","186","29","48","0","19","461","251","38","67","423","247","3333","797","2347","826","0","19","0","19","156","136","7","12","613","249","210","175","138","110","72","97"
"1600000US0685551","Wilkerson CDP, California","431","95","401","95","348","85","0","12","36","48","17","19","0","12","0","12","0","12","0","12","0","12","30","33","23","32","0","12","0","12","0","12","0","12","0","12","7","10","7","10","0","12"
"1600000US0646828","Mendota city, California","11393","22","303","358","282","352","0","19","0","19","0","19","0","19","0","19","21","31","0","19","21","31","11090","359","5426","839","35","57","22","42","0","19","0","19","5411","805","196","200","188","200","8","12"
"1600000US0606928","Blackhawk CDP, California","9860","681","9247","656","6842","597","131","100","0","17","1924","383","30","46","45","53","275","115","11","17","264","115","613","261","397","150","0","17","0","17","0","17","0","17","88","68","128","170","128","170","0","17"
"1600000US0605346","Benton CDP, California","313","120","309","119","204","118","0","12","102","54","3","7","0","12","0","12","0","12","0","12","0","12","4","6","0","12","0","12","2","4","0","12","0","12","2","3","0","12","0","12","0","12"
"1600000US0612300","Cedar Ridge CDP, California","1037","210","933","158","897","154","4","8","10","11","5","7","0","12","0","12","17","15","0","12","17","15","104","108","27","24","0","12","29","43","0","12","0","12","15","21","33","51","0","12","33","51"
"1600000US0685866","Wilsonia CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0621530","Edgewood CDP, California","40","26","40","26","40","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0613882","Clayton city, California","11967","25","10703","325","8824","417","228","196","116","115","815","223","0","19","1","7","719","235","0","19","719","235","1264","327","972","288","0","19","0","19","0","19","0","19","142","103","150","148","27","42","123","142"
"1600000US0611530","Carson city, California","92517","65","56642","1220","6714","650","21432","1199","196","162","23279","1218","2303","756","124","95","2594","542","138","134","2456","521","35875","1226","19616","1400","345","167","371","258","395","187","60","62","13264","1290","1824","408","938","300","886","321"
"1600000US0606336","Bieber CDP, California","178","106","178","106","178","106","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0672506","Solana Beach city, California","13370","29","11136","576","9838","675","110","73","13","22","776","287","0","19","0","19","399","189","0","19","399","189","2234","574","722","267","24","38","127","119","0","19","0","19","1096","606","265","179","183","142","82","89"
"1600000US0644924","McKittrick CDP, California","127","48","114","47","107","47","2","3","5","6","0","12","0","12","0","12","0","12","0","12","0","12","13","16","0","12","0","12","0","12","0","12","0","12","13","16","0","12","0","12","0","12"
"1600000US0633588","Highland city, California","54859","64","25748","1106","14855","910","4344","893","226","153","4342","734","599","543","132","129","1250","355","16","26","1234","350","29111","1102","17857","1440","234","171","531","303","181","183","0","29","8805","1443","1503","429","495","193","1008","363"
"1600000US0639444","Lake Arrowhead CDP, California","9765","1086","7505","824","6800","785","72","113","54","74","137","96","15","24","99","122","328","210","0","17","328","210","2260","727","1637","606","0","17","24","39","0","17","0","17","560","346","39","44","0","17","39","44"
"1600000US0641670","Linden CDP, California","1790","399","1558","355","1437","360","8","13","14","17","11","19","0","12","0","12","88","107","0","12","88","107","232","197","115","88","0","12","0","12","0","12","0","12","3","7","114","178","0","12","114","178"
"1600000US0681134","Ukiah city, California","15946","39","10003","623","8635","609","128","89","257","117","289","147","38","54","98","129","558","248","0","19","558","248","5943","625","4382","775","0","19","154","185","10","16","0","19","1277","495","120","89","41","50","79","73"
"1600000US0624918","Forest Ranch CDP, California","538","251","476","234","466","233","0","12","0","12","0","12","0","12","0","12","10","16","0","12","10","16","62","77","16","26","0","12","0","12","0","12","0","12","25","39","21","33","21","33","0","12"
"1600000US0639045","La Crescenta-Montrose CDP, California","19500","1095","16193","936","10197","749","38","42","10","16","5397","697","17","26","0","19","534","219","68","86","466","191","3307","810","2253","610","0","19","36","44","46","56","0","19","785","490","187","171","168","167","19","31"
"1600000US0669000","Santa Ana city, California","333499","102","77365","2269","31293","1400","3115","683","500","176","38909","1614","678","368","439","257","2431","465","134","90","2297","461","256134","2269","116278","4168","630","222","1606","467","527","161","132","99","133195","4379","3766","583","2093","503","1673","424"
"1600000US0612594","Chalfant CDP, California","999","395","877","453","852","452","0","12","12","17","0","12","0","12","0","12","13","22","0","12","13","22","122","138","0","12","0","12","102","136","0","12","0","12","0","12","20","29","7","13","13","25"
"1600000US0639483","Lake Davis CDP, California","65","60","37","42","37","42","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","41","14","21","0","12","0","12","0","12","0","12","0","12","14","22","0","12","14","22"
"1600000US0616532","Costa Mesa city, California","113198","59","72303","1463","56364","1532","2092","537","187","103","9410","939","713","381","440","278","3097","588","243","269","2854","522","40895","1464","24638","1692","88","99","286","156","117","70","28","50","14298","1420","1440","330","984","247","456","175"
"1600000US0672646","Sonoma city, California","11074","23","9358","372","8615","494","17","28","6","10","335","159","0","19","0","19","385","182","0","19","385","182","1716","374","1034","355","20","30","0","19","0","19","0","19","554","241","108","103","37","46","71","93"
"1600000US0646702","Meiners Oaks CDP, California","3508","676","2252","418","2155","408","0","12","0","12","0","12","0","12","0","12","97","95","0","12","97","95","1256","558","1128","553","0","12","0","12","0","12","0","12","71","85","57","106","57","106","0","12"
"1600000US0639108","Ladera Heights CDP, California","7090","745","6736","734","1047","272","4721","738","0","17","521","241","0","17","0","17","447","238","0","17","447","238","354","210","202","178","76","90","48","78","0","17","0","17","10","18","18","30","18","30","0","17"
"1600000US0624834","Foresthill CDP, California","1546","527","1177","359","1177","359","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","369","429","348","422","0","12","0","12","0","12","0","12","21","35","0","12","0","12","0","12"
"1600000US0678456","Thermal CDP, California","1359","546","4","6","3","4","1","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1355","546","543","329","0","12","0","12","0","12","0","12","812","415","0","12","0","12","0","12"
"1600000US0681778","Valley Ford CDP, California","148","191","35","55","35","55","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","113","185","0","12","0","12","0","12","0","12","0","12","113","185","0","12","0","12","0","12"
"1600000US0637512","Johnsville CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0634316","Homeland CDP, California","7326","842","2768","450","2464","487","1","3","8","13","23","37","169","217","0","17","103","109","2","4","101","109","4558","755","3214","799","0","17","47","73","0","17","0","17","1274","478","23","30","23","30","0","17"
"1600000US0647430","Midway City CDP, California","8374","779","6032","703","1133","353","24","40","0","17","4730","681","48","77","0","17","97","86","0","17","97","86","2342","537","1172","424","0","17","21","34","0","17","0","17","1108","562","41","63","0","17","41","63"
"1600000US0624477","Florence-Graham CDP, California","64162","1642","4888","530","350","136","4084","503","37","42","83","47","0","29","198","174","136","100","14","22","122","95","59274","1541","26520","1704","183","98","351","344","62","62","12","18","31558","1779","588","183","371","132","217","165"
"1600000US0604758","Beaumont city, California","45403","103","25768","910","17469","860","3323","546","146","102","3643","518","67","72","113","100","1007","330","62","63","945","326","19635","901","13637","1072","74","82","139","94","79","63","9","14","4557","956","1140","432","505","183","635","378"
"1600000US0685922","Windsor town, California","27506","39","18381","777","16339","710","189","192","107","68","835","260","0","23","164","222","747","259","9","14","738","260","9125","774","3994","765","42","66","167","142","0","23","0","23","3919","731","1003","418","740","415","263","151"
"1600000US0683612","Waterford city, California","8823","28","4275","585","3799","589","75","95","0","17","188","134","7","11","0","17","206","121","13","21","193","119","4548","583","3543","620","0","17","0","17","8","13","0","17","863","526","134","92","25","40","109","84"
"1600000US0674144","Stevinson CDP, California","331","125","282","129","265","133","0","12","17","26","0","12","0","12","0","12","0","12","0","12","0","12","49","38","49","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0634694","Hornbrook CDP, California","215","58","203","56","193","57","0","12","4","5","0","12","0","12","0","12","6","9","0","12","6","9","12","12","9","10","0","12","0","12","0","12","0","12","0","12","3","4","0","12","3","4"
"1600000US0668000","San Jose city, California","1026658","135","698501","2901","267218","2488","29208","1363","1733","327","360641","2630","4644","698","2887","702","32170","1802","1724","420","30446","1761","328157","2875","143720","4350","1514","333","3898","685","2396","411","537","248","154683","4394","21409","1634","11000","1204","10409","1168"
"1600000US0619990","Duarte city, California","21713","54","10879","640","5213","464","1383","289","97","79","3654","449","9","17","74","67","449","163","9","14","440","160","10834","642","7016","916","128","114","98","127","36","45","0","23","2430","692","1126","492","986","476","140","85"
"1600000US0671778","Sierra City CDP, California","152","69","152","69","152","69","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0613014","Chico city, California","91998","104","75533","826","65881","1088","1865","356","370","141","3865","552","131","107","189","175","3232","481","2","3","3230","481","16465","833","10207","1034","98","85","239","154","131","134","61","78","4420","593","1309","362","524","180","785","298"
"1600000US0626000","Fremont city, California","233083","95","202447","1655","48216","1406","6964","972","853","163","135753","2307","2081","564","731","334","7849","768","859","257","6990","740","30636","1657","8030","833","226","135","188","117","379","112","44","42","18146","1748","3623","782","1922","506","1701","495"
"1600000US0678596","Thousand Palms CDP, California","7814","944","3332","446","3010","446","209","283","28","39","76","90","0","17","0","17","9","16","0","17","9","16","4482","948","3233","949","0","17","71","85","0","17","0","17","1158","589","20","34","0","17","20","34"
"1600000US0657302","Pi�on Hills CDP, California","7592","908","5440","917","4973","923","0","17","27","44","306","319","39","56","0","17","95","102","0","17","95","102","2152","536","1939","544","0","17","0","17","0","17","0","17","213","337","0","17","0","17","0","17"
"1600000US0607379","Bonadelle Ranchos-Madera Ranchos CDP, California","8971","695","6375","580","5557","602","112","96","27","27","417","290","0","17","66","93","196","108","56","73","140","81","2596","483","1909","462","4","7","26","30","8","12","33","50","478","234","138","104","121","92","17","23"
"1600000US0655856","Parlier city, California","15120","20","311","180","251","195","0","19","0","19","11","17","0","19","0","19","49","67","0","19","49","67","14809","184","10952","759","51","85","35","54","43","67","0","19","3611","775","117","122","73","81","44","70"
"1600000US0607624","Bostonia CDP, California","17530","1365","11487","968","9011","918","991","412","5","8","347","215","283","300","30","52","820","337","0","19","820","337","6043","1194","3482","1214","441","401","45","76","0","19","0","19","1763","632","312","172","183","125","129","105"
"1600000US0655604","Paradise Park CDP, California","543","220","533","219","464","204","0","12","30","46","0","12","0","12","0","12","39","64","0","12","39","64","10","16","10","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0617232","Creston CDP, California","30","52","9","16","0","12","0","12","9","16","0","12","0","12","0","12","0","12","0","12","0","12","21","36","21","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0670182","Santa Ynez CDP, California","4401","526","3953","512","3142","439","36","53","397","231","151","150","0","12","13","20","214","179","0","12","214","179","448","256","213","185","0","12","85","67","58","88","0","12","65","93","27","34","2","4","25","34"
"1600000US0685880","Wilton CDP, California","5307","508","4035","584","3397","462","131","154","21","33","338","248","0","17","0","17","148","137","0","17","148","137","1272","437","1179","423","0","17","0","17","0","17","0","17","88","104","5","7","0","17","5","7"
"1600000US0619402","Dixon city, California","19759","38","11486","733","9189","877","442","237","96","93","821","443","90","102","0","19","848","292","29","49","819","293","8273","738","4504","678","8","12","18","28","17","28","0","19","3200","877","526","242","359","214","167","138"
"1600000US0617750","Cypress city, California","48955","62","39419","813","18550","874","1842","591","85","60","16670","943","175","86","202","133","1895","450","140","124","1755","415","9536","808","7542","845","41","49","88","54","103","89","0","26","1306","345","456","178","299","148","157","109"
"1600000US0603162","Atwater city, California","29197","31","12375","798","9503","839","1150","336","171","115","962","307","23","29","7","11","559","190","26","41","533","188","16822","792","7562","953","11","18","59","58","0","23","10","17","8341","1096","839","315","535","266","304","165"
"1600000US0660592","Richfield CDP, California","272","110","187","72","184","71","0","12","0","12","0","12","3","6","0","12","0","12","0","12","0","12","85","73","82","71","0","12","0","12","0","12","0","12","3","6","0","12","0","12","0","12"
"1600000US0670028","Santa Nella CDP, California","2508","488","626","310","303","157","20","21","106","145","97","71","0","12","0","12","100","109","0","12","100","109","1882","464","1247","507","18","28","0","12","0","12","0","12","598","415","19","23","7","11","12","20"
"1600000US0602910","Artois CDP, California","292","129","292","129","292","129","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0638702","Klamath CDP, California","617","117","599","117","323","80","0","12","228","68","0","12","0","12","0","12","48","33","0","12","48","33","18","12","7","6","0","12","6","9","0","12","0","12","2","3","3","4","0","12","3","4"
"1600000US0671834","Sierra Village CDP, California","330","236","288","225","246","189","0","12","0","12","42","63","0","12","0","12","0","12","0","12","0","12","42","61","42","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0634904","Hughson city, California","7370","30","4968","605","4354","616","49","62","67","68","419","283","32","46","36","62","11","20","0","17","11","20","2402","598","1889","569","0","17","0","17","0","17","0","17","442","301","71","114","71","114","0","17"
"1600000US0668378","San Ramon city, California","75384","74","69830","616","29215","882","1880","475","177","126","34367","1156","456","324","157","113","3578","514","228","150","3350","507","5554","607","3524","588","56","81","91","69","168","104","0","29","964","348","751","232","283","124","468","224"
"1600000US0668263","San Miguel CDP (Contra Costa County), California","2993","389","2913","390","2369","322","0","12","0","12","336","200","32","34","0","12","176","114","0","12","176","114","80","56","79","56","0","12","0","12","0","12","0","12","0","12","1","2","1","2","0","12"
"1600000US0684004","Weott CDP, California","271","182","271","182","271","182","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0607596","Borrego Springs CDP, California","2252","605","1609","542","1500","516","109","175","0","12","0","12","0","12","0","12","0","12","0","12","0","12","643","399","595","384","0","12","0","12","0","12","0","12","0","12","48","77","48","77","0","12"
"1600000US0633084","Heber CDP, California","4686","931","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4686","931","3947","934","0","12","178","280","0","12","0","12","546","358","15","23","0","12","15","23"
"1600000US0619976","Drytown CDP, California","20","24","20","24","20","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0640116","Lanare CDP, California","234","208","27","45","0","12","27","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","207","201","20","35","0","12","0","12","0","12","0","12","187","214","0","12","0","12","0","12"
"1600000US0648998","Montgomery Creek CDP, California","61","38","61","38","57","39","0","12","4","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0614764","Coloma CDP, California","673","326","655","307","637","299","2","4","0","12","9","21","0","12","0","12","7","12","0","12","7","12","18","42","9","21","0","12","0","12","0","12","0","12","9","21","0","12","0","12","0","12"
"1600000US0646436","Mayflower Village CDP, California","5822","350","4124","360","1523","225","25","21","45","53","2358","377","50","65","6","9","117","67","0","17","117","67","1698","246","711","213","0","17","6","8","0","17","0","17","896","232","85","61","43","41","42","46"
"1600000US0622587","Emerald Lake Hills CDP, California","4594","427","4202","433","3583","420","34","30","0","12","333","181","0","12","0","12","252","172","26","38","226","149","392","161","275","137","0","12","19","29","20","25","19","31","29","30","30","49","0","12","30","49"
"1600000US0670140","Santa Susana CDP, California","1050","243","886","203","837","206","2","3","0","12","12","17","0","12","7","10","28","28","0","12","28","28","164","119","164","119","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0671932","Silver City CDP, California","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0659500","Rancho Mirage city, California","18075","56","16299","386","14645","481","405","226","69","84","899","351","23","31","0","19","258","137","0","19","258","137","1776","379","1141","365","8","12","2","4","30","46","18","29","450","150","127","87","32","30","95","84"
"1600000US0640704","Lathrop city, California","21393","43","12495","689","4852","475","1324","419","14","15","5493","716","0","23","25","28","787","270","130","133","657","232","8898","681","4835","713","91","70","92","106","57","57","0","23","2409","589","1414","411","115","58","1299","425"
"1600000US0653196","Oakville CDP, California","188","213","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","188","213","76","121","0","12","0","12","0","12","0","12","112","180","0","12","0","12","0","12"
"1600000US0618996","Desert Hot Springs city, California","28430","55","12405","1033","8159","819","2592","638","77","83","784","334","19","22","96","114","678","290","0","23","678","290","16025","1030","11582","1403","126","128","103","144","0","23","0","23","3627","975","587","365","243","134","344","281"
"1600000US0680483","Trinity Village CDP, California","279","121","272","119","257","117","0","12","0","12","0","12","0","12","3","5","12","14","0","12","12","14","7","12","7","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0639570","Lake Isabella CDP, California","3454","703","3158","720","3078","688","0","12","0","12","0","12","0","12","0","12","80","94","0","12","80","94","296","261","254","258","0","12","0","12","0","12","0","12","42","67","0","12","0","12","0","12"
"1600000US0631414","Guadalupe city, California","7350","27","709","204","375","165","35","42","0","17","207","104","0","17","0","17","92","77","0","17","92","77","6641","207","5301","439","0","17","134","143","68","62","72","108","1015","429","51","48","19","21","32","40"
"1600000US0678949","Tooleville CDP, California","309","242","12","20","12","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","297","247","277","258","0","12","0","12","0","12","0","12","20","30","0","12","0","12","0","12"
"1600000US0650132","Muscoy CDP, California","13726","1227","1470","347","845","289","281","177","0","19","242","173","4","9","0","19","98","108","0","19","98","108","12256","1274","10215","1305","3","10","14","19","5","12","0","19","1857","656","162","92","44","38","118","89"
"1600000US0636546","Inglewood city, California","110327","137","55251","1564","4457","474","45291","1643","318","199","2082","502","317","378","346","168","2440","517","182","123","2258","510","55076","1550","25174","2003","1035","507","896","373","52","69","77","87","25395","1807","2447","613","956","364","1491","522"
"1600000US0653160","Oak Shores CDP, California","282","141","243","118","243","118","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","39","37","39","37","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0653448","Oildale CDP, California","34723","1441","26508","1750","23746","1628","678","351","328","197","241","158","0","26","15","24","1500","636","63","71","1437","629","8215","1362","5721","1160","277","242","15","26","17","27","11","18","1687","791","487","205","278","151","209","128"
"1600000US0649045","Monument Hills CDP, California","1700","559","1155","516","1127","510","0","12","0","12","0","12","0","12","0","12","28","47","0","12","28","47","545","360","348","271","0","12","0","12","0","12","0","12","162","248","35","55","35","55","0","12"
"1600000US0614454","Cold Springs CDP (Tuolumne County), California","108","120","108","120","69","79","0","12","39","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0600464","Aguanga CDP, California","835","356","631","341","597","346","24","27","0","12","0","12","0","12","0","12","10","16","0","12","10","16","204","165","159","147","12","19","0","12","0","12","0","12","33","52","0","12","0","12","0","12"
"1600000US0623812","Fellows CDP, California","49","31","49","31","47","30","0","12","0","12","0","12","0","12","0","12","2","5","0","12","2","5","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0683304","Wallace CDP, California","1063","358","863","451","826","438","0","12","0","12","37","57","0","12","0","12","0","12","0","12","0","12","200","259","182","257","0","12","18","29","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0671134","Shandon CDP, California","1141","348","365","121","336","115","14","18","0","12","0","12","0","12","0","12","15","18","0","12","15","18","776","339","758","342","0","12","0","12","0","12","0","12","18","22","0","12","0","12","0","12"
"1600000US0611481","Carrick CDP, California","47","49","47","49","47","49","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0642524","Lompoc city, California","43511","56","19034","792","13740","903","1939","553","239","140","1565","415","134","133","10","20","1407","318","15","27","1392","320","24477","785","15181","1307","96","80","674","367","149","111","34","33","6697","1030","1646","430","489","253","1157","379"
"1600000US0657288","Pinole city, California","19264","59","15069","616","6423","508","1889","411","23","26","5144","671","19","31","213","252","1358","351","27","29","1331","351","4195","612","2225","564","49","62","83","91","57","72","0","19","1053","435","728","288","464","245","264","144"
"1600000US0614106","Clio CDP, California","65","65","51","53","51","53","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","23","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0657829","Plumas Lake CDP, California","7367","869","5663","793","4298","751","249","119","35","29","482","216","15","18","0","17","584","215","0","17","584","215","1704","483","1247","437","0","17","17","22","0","17","0","17","350","184","90","58","24","24","66","51"
"1600000US0616224","Corcoran city, California","22301","32","7065","534","3932","520","2331","296","243","114","174","56","25","18","19","19","341","96","13","18","328","93","15236","535","9884","738","136","70","194","59","8","11","0","23","4608","440","406","203","92","43","314","193"
"1600000US0656042","Paskenta CDP, California","105","47","91","40","87","40","4","8","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","23","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0622360","El Rancho CDP, California","65","119","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","65","119","65","119","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0618100","Davis city, California","67988","39","58558","718","37871","761","1502","347","137","97","14974","648","135","92","202","127","3737","510","97","62","3640","502","9430","713","5916","741","56","49","0","29","139","68","0","29","2460","555","859","267","253","120","606","231"
"1600000US0671246","Shaver Lake CDP, California","498","100","483","102","468","100","0","12","0","12","0","12","0","12","10","14","5","7","0","12","5","7","15","10","7","8","0","12","0","12","0","12","0","12","8","7","0","12","0","12","0","12"
"1600000US0606616","Big Pine CDP, California","1568","169","1274","147","816","125","9","15","354","66","19","21","1","3","8","11","67","37","0","12","67","37","294","147","269","145","0","12","9","10","0","12","0","12","12","14","4","4","2","3","2","4"
"1600000US0602378","Aptos CDP, California","5797","613","4935","560","4361","582","91","89","34","51","309","123","0","17","0","17","140","109","0","17","140","109","862","313","666","303","10","16","49","55","0","17","0","17","61","56","76","73","56","66","20","33"
"1600000US0608530","Brooktrails CDP, California","3709","766","3207","676","2936","676","0","12","0","12","53","57","32","48","0","12","186","152","0","12","186","152","502","215","362","206","0","12","0","12","0","12","0","12","98","109","42","69","42","69","0","12"
